date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:26:23	21654/21654	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/code-editor.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/code-editor.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:23	17696/17696	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/form-uploads.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/form-uploads.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:23	25757/25757	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/image-crop.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/image-crop.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:24	49654/49654	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/table-datatable.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/table-datatable.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:24	23178/23178	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/morris-chart.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/morris-chart.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:24	25846/25846	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/chartjs.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/chartjs.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:24	25683/25683	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/flot-chart.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/flot-chart.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:25	26500/26500	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/rickshaw-chart.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/rickshaw-chart.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:25	22957/22957	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/c3-chart.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/c3-chart.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:25	23812/23812	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/other-chart.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/other-chart.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:25	50121/50121	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/inbox.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/inbox.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:25	22448/22448	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/email-compose.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/email-compose.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:26	27197/27197	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/email-read.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/email-read.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:26	28490/28490	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/gmap.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/gmap.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:26	24742/24742	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/vector-map.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/vector-map.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:26	35340/35340	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/profile.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/profile.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:27	25454/25454	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/timeline.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/timeline.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:27	24215/24215	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/invoice.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/invoice.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:27	43623/43623	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/contact.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/contact.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:27	4507/4507	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/login.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/login.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:27	4643/4643	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/register.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/register.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:28	3457/3457	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/recoverpw.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/recoverpw.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:28	3530/3530	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/lock-screen.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/lock-screen.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:28	16964/16964	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/blank.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/blank.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:28	3239/3239	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/404.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/404.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:28	17698/17698	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/404_alt.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/404_alt.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:29	2930/2930	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/500.html	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/500.html	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:29	3849/3849	---M--	200	added ('OK')	image/jpeg	etag:%2259bf7cc5-f09%22	http://coderthemes.com/velonic_3.0/admin/img/avatar-2.jpg	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/img/avatar-2.jpg	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:29	4283/4283	---M--	200	added ('OK')	image/jpeg	etag:%2259bf7cc5-10bb%22	http://coderthemes.com/velonic_3.0/admin/img/avatar-3.jpg	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/img/avatar-3.jpg	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:29	4670/4670	---M--	200	added ('OK')	image/jpeg	etag:%2259bf7cc5-123e%22	http://coderthemes.com/velonic_3.0/admin/img/avatar-4.jpg	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/img/avatar-4.jpg	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:30	93106/93106	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/jquery.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/jquery.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:31	36868/36868	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/bootstrap.min.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/bootstrap.min.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:31	12507/12507	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/pace.min.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/pace.min.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:31	4776/4776	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/wow.min.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/wow.min.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:31	59364/59364	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/jquery.nicescroll.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/jquery.nicescroll.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:32	5422/5422	---MCZ	200	added ('OK')	application/x-javascript	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/js/jquery.app.js	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/js/jquery.app.js	(from http://coderthemes.com/velonic_3.0/admin/tables.html)
01:26:33	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-4e9f%22	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.eot	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.eot	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:35	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-466c%22	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.woff2	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.woff2	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:36	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-4e9f%22	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.eot?	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regulard41d.eot	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:36	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202017%2007:59:01%20GMT	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.svg	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.svg	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:37	23424/23424	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-5b80%22	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.woff	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.woff	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:41	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-b15c%22	http://coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.ttf	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/fonts/glyphicons-halflings-regular.ttf	(from http://coderthemes.com/velonic_3.0/admin/css/bootstrap.min.css)
01:26:46	60767/60767	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-ed5f%22	http://coderthemes.com/velonic_3.0/admin/assets/font-awesome/fonts/fontawesome-webfont.eot?v=4.3.0	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/assets/font-awesome/fonts/fontawesome-webfonte0a5.eot	(from http://coderthemes.com/velonic_3.0/admin/assets/font-awesome/css/font-awesome.css)
01:26:46	56780/56780	---M--	200	added ('OK')	application/octet-stream	etag:%2259bf7cc5-ddcc%22	http://coderthemes.com/velonic_3.0/admin/assets/font-awesome/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/Users/GHR/Desktop/vishh/temp8/temp8/coderthemes.com/velonic_3.0/admin/assets/font-awesome/fonts/fontawesome-webfonte0a5.woff2	(from http://coderthemes.com/velonic_3.0/admin/assets/font-awesome/css/font-awesome.css)
